Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-02,884.47998046875,900.9400024414062,876.2000122070312,894.52001953125,43306400.0,0.0,0.0
2024-04-03,884.8400268554688,903.739990234375,884.0,889.6400146484375,37006700.0,0.0,0.0
2024-04-04,904.0599975585938,906.3400268554688,858.7999877929688,859.0499877929688,43496500.0,0.0,0.0
2024-04-05,868.6599731445312,884.8099975585938,859.260009765625,880.0800170898438,39885700.0,0.0,0.0
2024-04-08,887.0,888.2999877929688,867.3200073242188,871.3300170898438,28322000.0,0.0,0.0
2024-04-09,874.4199829101562,876.3499755859375,830.219970703125,853.5399780273438,50354700.0,0.0,0.0
2024-04-10,839.260009765625,874.0,837.0900268554688,870.3900146484375,43192900.0,0.0,0.0
2024-04-11,874.2000122070312,907.3900146484375,869.260009765625,906.1599731445312,43163700.0,0.0,0.0
2024-04-12,896.989990234375,901.75,875.2999877929688,881.8599853515625,42488900.0,0.0,0.0
2024-04-15,890.97998046875,906.1300048828125,859.2899780273438,860.010009765625,44307700.0,0.0,0.0
2024-04-16,864.3300170898438,881.1799926757812,860.6400146484375,874.1500244140625,37045300.0,0.0,0.0
2024-04-17,883.4000244140625,887.75,839.5,840.3499755859375,49540000.0,0.0,0.0
2024-04-18,849.7000122070312,861.9000244140625,824.02001953125,846.7100219726562,44726000.0,0.0,0.0
2024-04-19,831.5,843.239990234375,756.0599975585938,762.0,87190500.0,0.0,0.0
2024-04-22,781.0399780273438,800.72998046875,764.0,795.1799926757812,59634100.0,0.0,0.0
2024-04-23,807.6900024414062,827.6900024414062,802.6400146484375,824.22998046875,43855900.0,0.0,0.0
2024-04-24,839.5,840.8200073242188,791.8300170898438,796.77001953125,51220800.0,0.0,0.0
2024-04-25,788.6799926757812,833.22998046875,782.22998046875,826.3200073242188,42464100.0,0.0,0.0
2024-04-26,838.1799926757812,883.3099975585938,833.8699951171875,877.3499755859375,55101100.0,0.0,0.0
2024-04-29,875.9500122070312,879.9199829101562,852.6599731445312,877.5700073242188,38897100.0,0.0,0.0
2024-04-30,872.4000244140625,888.1900024414062,863.0,864.02001953125,36370900.0,0.0,0.0
